id,bid,正文,原始图片url,视频url,日期,点赞数,评论数,转发数,话题,@用户
4452702286993408,Im71GtliU,【#又一名南京大屠杀幸存者逝世#】据@侵华日军南京大屠杀遇难同胞纪念馆 南京大屠杀幸存者石家秀老人，没能等到新年，于12月20日去世，享年94岁。南京侵华日军受害者援助协会#登记在册在世幸存者只剩77人#。转发微博，送送老人 ,https://wx2.sinaimg.cn/large/a716fd45ly1ga6qvu00vcj20d20kkdha.jpg,,2019-12-23,509,178,107,"又一名南京大屠杀幸存者逝世,登记在册在世幸存者只剩77人",侵华日军南京大屠杀遇难同胞纪念馆
4452695492704022,Im6QJblrg,【别错过！#金环日食26日上演# 我国全境可观日偏食】12月26日，天宇将上演壮观的日环食天象。天文专家表示，本次日环食发生期间，我国全境都可观测到日偏食，且越往南食分（月亮遮住太阳直径的比例）越大。对我国来说，可见日食时间历时4个多小时。@ 小伙伴，一起期待~“金环日食”奇观26日上演 我国全境可观日偏食 ,"https://wx3.sinaimg.cn/large/a716fd45ly1ga6q3w117yj20j60dvmy3.jpg,https://wx4.sinaimg.cn/large/a716fd45ly1ga6q3xpf81j20ox0gmjyd.jpg",,2019-12-23,1777,503,637,金环日食26日上演,
4452688475208666,Im6FplR0K,【#万物皆可速冻的东北# 东北人过冬真的太难了】早晨洗个脸，毛巾被冻成棍儿；刷个牙，牙刷还会被“冰镇”；外头晾个衣服，裤子冻得杠杠的直接能站住…你还遇到过什么被冻的神奇经历？南方的网友表示十分好奇和新鲜梨视频的秒拍视频 ,,,2019-12-23,2842,639,472,万物皆可速冻的东北,
4452671748363335,Im6eqz5Gv,【#烫饺子求阿消表扬当场翻车# 网友：你是福尔摩消吗】昨天冬至，某高校寝室投稿称，“为了不违规，用开水把饺子烫熟了”。有网友@中国消防 来表扬，没想到剧情大反转：“要是开水烫的，饺子皮早浮囊了，而且锅边的白沫抹哪来的，肯定煮的！”网友笑翻：大型翻车现场…安全无小事，同学们转发提醒！ ,"https://wx1.sinaimg.cn/large/a716fd45ly1ga6ne0wil6j20c90bzwfe.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1ga6ne0zb8wj20j60rstal.jpg,https://wx1.sinaimg.cn/large/a716fd45ly1ga6ne11wa8j20ku0mvdic.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1ga6ne19356j20kr0dnwl5.jpg,https://wx2.sinaimg.cn/large/a716fd45ly1ga6ne1c9bej20eq0fa793.jpg,https://wx3.sinaimg.cn/large/a716fd45ly1ga6ne1bdrlj20gt0d4dg4.jpg",,2019-12-23,8536,874,588,烫饺子求阿消表扬当场翻车,中国消防
4452658867516437,Im5TEvxmR,【#军人版Tabata训练#来了：冬天一起动起来！】把网上流行的暴汗运动Tabata和部队的日常训练结合起来，还有独家的热身放松操！网友：火箭军的“快递员们”也太潮了吧！央视军事的微博视频 ,,,2019-12-23,1836,232,432,军人版Tabata训练,
4452651481639284,Im5HK6Ss4,【#2019最差密码曝光# 你中招了吗？】近日，年度最差密码列表公布，“12345”以被破解280万次位居第一，111111、123321及password等密码均榜上有名，此外如纪念日生日、车牌门牌等也极易被破解。安全专家表示要设置多套复杂密码，开通多重认证。转存自查！荔直播的秒拍视频 ,,,2019-12-23,2889,726,531,2019最差密码曝光,
4452643605237850,Im5v2lYBs,【#唐朝月半妹妹的发型#：当国宝被重新配乐后，画风突变】阿斯塔那墓葬群出土俑及文书、洛神赋图、唐仕女俑……穿越千年，沉静的国宝在摩登的音乐配合下，向现代人娓娓道出自己的故事。戳↓看国宝用最fashion的方式跟你说话！  人民日报的微博视频 ,,,2019-12-23,4846,481,1300,唐朝月半妹妹的发型,
4452635480462565,Im5hW1WkJ,【#21岁男生熬夜打游戏患心梗#，重要血管已闭塞】近日，成都一21岁男生称心口闷痛，医生通过心电图反复几次检查，确定他患上急性心梗，重要血管已闭塞，医生从他体内抽吸出大量血栓。据了解，小伙常熬夜打游戏，不爱运动，血脂指标超高，目前已基本康复。转发提醒：少熬夜多运动！一手video的秒拍视频 ,,,2019-12-23,5041,1154,1100,21岁男生熬夜打游戏患心梗,
4452626088900509,Im52MBlqB,【#云南高院就孙小果为何被判死刑答记者问#】①本次再审中，发现原再审判决和二审判决有哪些错误？云南法院系统应从中吸取什么教训？②孙小果近日已因出狱后涉黑犯罪被判二十五年，为何要将本次再审确定的刑罚与之合并，决定执行死刑？……#孙小果再审案宣判#后，云南省高级人民法院有关负责人就“孙小果为何被判死刑”等问题答记者问。详戳↓ 孙小果为何被判死刑？云南高院有关负责人答记者问,,,2019-12-23,3117,650,389,"云南高院就孙小果为何被判死刑答记者问,孙小果再审案宣判",
4452618153487262,Im4PZeDca,"【#孙小果再审案宣判#：孙小果被判死刑，剥夺政治权利终身，并处没收个人全部财产】2019年12月23日，云南省高级人民法院对孙小果1997年犯强奸罪、强制侮辱妇女罪、故意伤害罪、寻衅滋事罪再审案件依法公开宣判，判决认为该院2007年9月作出的原再审判决以及1999年3月作出的二审判决对孙小果的定罪量刑确有错误，依法予以撤销，维持昆明市中级人民法院1998年2月一审对孙小果判处死刑的判决，并与其出狱后犯组织、领导黑社会性质组织等罪被判处有期徒刑二十五年的终审判决合并，决定对孙小果执行死刑，剥夺政治权利终身，并处没收个人全部财产。云南省高级人民法院经再审审理查明，孙小果因1994年犯强奸罪，于1995年12月被昆明市盘龙区人民法院一审判处有期徒刑三年，上诉后被裁定驳回上诉，维持原判。案件办理期间，其父母通过伪造病历帮助孙小果非法取保候审、保外就医，致使未执行刑期二年四个月又十二天，长期逍遥法外。在未收监执行期间，孙小果于1997年4月至6月以暴力和胁迫手段强奸四名未成年少女，其中一名为幼女（未遂），其行为构成强奸罪，且在犯罪中具有强奸妇女多人和在公共场所劫持并强奸等特别严重情节，同时还具有非法限制被害人人身自由、当众强奸、强奸未成年人、刑罚执行期间又犯罪、强奸罪再犯等多个法定或酌定从重处罚情节。1997年11月7日，孙小果及同伙在公共场所挟持两名17岁少女，对二人进行暴力伤害和凌辱摧残，致一名被害人重伤，犯罪手段极其凶残，其行为构成强制侮辱妇女罪和故意伤害罪。1997年7月13日、10月22日, 孙小果伙同他人肆意在公共场所追逐、拦截、殴打他人致三名被害人受伤，破坏社会秩序，情节恶劣，其行为构成寻衅滋事罪。云南省高级人民法院再审判决认为，孙小果无视国家法律，多次实施犯罪，犯罪手段极其残忍，犯罪情节极其严重，社会影响极其恶劣，社会危害性极大，主观恶性极深，人身危险性极大，属于罪大恶极的犯罪分子。该案原再审及二审判决认定事实及适用法律确有错误，本次再审依法予以纠正。昆明市中级人民法院1998年2月一审认定孙小果犯强奸罪，判处死刑，剥夺政治权利终身；犯强制侮辱妇女罪，判处有期徒刑十五年；犯故意伤害罪，判处有期徒刑七年；犯寻衅滋事罪，判处有期徒刑三年；与1994年犯强奸罪未执行刑期二年四个月又十二天，数罪并罚，决定执行死刑，剥夺政治权利终身的判决，定罪准确，量刑适当，依法应予维持。本次再审期间，云南省玉溪市中级人民法院一审判决认定孙小果于2013至2018年间犯组织、领导黑社会性质组织罪、开设赌场罪、寻衅滋事罪、非法拘禁罪、故意伤害罪、妨害作证罪、行贿罪，数罪并罚，决定执行有期徒刑二十五年，剥夺政治权利五年，并处没收个人全部财产。云南省高级人民法院经二审审理维持原判对孙小果的定罪量刑。该判决已经生效，所判处的刑罚应与本次再审确定的刑罚合并执行，决定对孙小果执行死刑，剥夺政治权利终身，并处没收个人全部财产。对孙小果的死刑判决，将依法报请最高人民法院核准。人大代表、政协委员、媒体记者及各界群众旁听了案件公开宣判。（人民日报记者彭波）央视新闻的微博视频",https://wx1.sinaimg.cn/large/a716fd45ly1ga6h83qjb1j21900u0n4v.jpg,,2019-12-23,6453,1665,1062,孙小果再审案宣判,
